corpus_position,source_row_abs,EID_o_identificador,insumo_row,record_chars
26298,26299,2-s2.0-85061195331,26299,959
26302,26303,2-s2.0-85061185227,26303,913
26316,26317,2-s2.0-85051651802,26317,1467
26322,26323,2-s2.0-85049187995,26323,1181
26337,26338,2-s2.0-85046636825,26338,484
26346,26347,2-s2.0-85044293218,26347,1754
26347,26348,2-s2.0-85044276208,26348,1874
26352,26353,2-s2.0-85042391260,26353,1227
26366,26367,2-s2.0-85026453486,26367,1583
26374,26375,2-s2.0-84999006508,26375,1446
26387,26388,2-s2.0-85020234169,26388,1889
26391,26392,2-s2.0-85048315119,26392,2779
26393,26394,2-s2.0-85048139744,26394,1968
26397,26398,2-s2.0-85048123786,26398,1888
26411,26412,2-s2.0-85048103045,26412,2073
26459,26460,2-s2.0-85048044568,26460,1432
26466,26467,2-s2.0-85048035823,26467,1821
26475,26476,2-s2.0-85046993867,26476,1776
26476,26477,2-s2.0-85048099259,26477,2230
26478,26479,2-s2.0-85048877953,26479,765
26485,26486,2-s2.0-85046730137,26486,1388
26509,26510,2-s2.0-85042929857,26510,1673
26523,26524,2-s2.0-85061636904,26524,1684
26527,26528,2-s2.0-85047940279,26528,3522
26535,26536,2-s2.0-85047313010,26536,1435
26544,26545,2-s2.0-85044925312,26545,1898
26549,26550,2-s2.0-85042210481,26550,1049
26555,26556,2-s2.0-85039710405,26556,2435
26581,26582,2-s2.0-85050378607,26582,1772
26606,26607,2-s2.0-85048135816,26607,2156
26621,26622,2-s2.0-85046260204,26622,3420
26626,26627,2-s2.0-85046744391,26627,2165
26634,26635,2-s2.0-85045676167,26635,2166
26644,26645,2-s2.0-85045653223,26645,2488
26650,26651,2-s2.0-85045634583,26651,1637
26653,26654,2-s2.0-85045627035,26654,1474
26661,26662,2-s2.0-85045478915,26662,1180
26662,26663,2-s2.0-85045463081,26663,1457
26664,26665,2-s2.0-85044964626,26665,2089
26671,26672,2-s2.0-85042213645,26672,1725
26681,26682,2-s2.0-85026859332,26682,1870
26693,26694,2-s2.0-85061261693,26694,1661
26707,26708,2-s2.0-85045097686,26708,1917
26729,26730,2-s2.0-85021202547,26730,2150
26732,26733,2-s2.0-85009477594,26733,1436
26735,26736,2-s2.0-84989162886,26736,1145
26759,26760,2-s2.0-85011317398,26760,1605
26762,26763,2-s2.0-85044518448,26763,1951
26767,26768,2-s2.0-85045876389,26768,2004
26786,26787,2-s2.0-85117311087,26787,1705
26798,26799,2-s2.0-85061204347,26799,1814
26831,26832,2-s2.0-85043702357,26832,1665
26838,26839,2-s2.0-85041855094,26839,1522
26839,26840,2-s2.0-85041749848,26840,1083
26841,26842,2-s2.0-85041727669,26842,1377
26850,26851,2-s2.0-85040661095,26851,2544
26857,26858,2-s2.0-85037972222,26858,2196
26872,26873,2-s2.0-85014275486,26873,2105
26877,26878,2-s2.0-85050950845,26878,1359
26880,26881,2-s2.0-85050945154,26881,1590
26902,26903,2-s2.0-85046341206,26903,1896
26909,26910,2-s2.0-85046091724,26910,1762
26917,26918,2-s2.0-85046034554,26918,2022
26919,26920,2-s2.0-85046024208,26920,2129
26930,26931,2-s2.0-85042323965,26931,2570
26955,26956,2-s2.0-85042268742,26956,1747
26965,26966,2-s2.0-85028572072,26966,1382
26973,26974,2-s2.0-85028532877,26974,880
26988,26989,2-s2.0-85042093843,26989,1294
27005,27006,2-s2.0-85044623763,27006,1661
27008,27009,2-s2.0-85044125287,27009,1682
27057,27058,2-s2.0-85040935411,27058,2424
27062,27063,2-s2.0-85040860976,27063,1352
27096,27097,2-s2.0-85040996736,27097,2076
27105,27106,2-s2.0-85048283016,27106,1257
27113,27114,2-s2.0-85041351006,27114,925
27115,27116,2-s2.0-85041230163,27116,333
27120,27121,2-s2.0-85038024471,27121,2072
27145,27146,2-s2.0-85218712487,27146,1835
27152,27153,2-s2.0-85150542991,27153,1848
27188,27189,2-s2.0-85121003807,27189,1403
27199,27200,2-s2.0-85102176693,27200,1794
27213,27214,2-s2.0-85091709806,27214,1791
27221,27222,2-s2.0-85088269718,27222,2404
27227,27228,2-s2.0-85086387191,27228,890
27240,27241,2-s2.0-85084016874,27241,1883
27248,27249,2-s2.0-85082606121,27249,1315
27263,27264,2-s2.0-85080900895,27264,1508
27272,27273,2-s2.0-85077247639,27273,1183
27276,27277,2-s2.0-85074801899,27277,1481
27283,27284,2-s2.0-85072679974,27284,1454
27295,27296,2-s2.0-85071388845,27296,1576
27300,27301,2-s2.0-85070830558,27301,1691
27338,27339,2-s2.0-85066150121,27339,1424
27349,27350,2-s2.0-85065319290,27350,2173
27352,27353,2-s2.0-85065312781,27353,3195
27357,27358,2-s2.0-85065304882,27358,2732
27358,27359,2-s2.0-85065302753,27359,2750
27391,27392,2-s2.0-85063646445,27392,1791
27407,27408,2-s2.0-85063531182,27408,1572
27411,27412,2-s2.0-85063482595,27412,1605
27417,27418,2-s2.0-85063419225,27418,1849
27427,27428,2-s2.0-85063330183,27428,1464
27440,27441,2-s2.0-85062505855,27441,3301
27451,27452,2-s2.0-85062039199,27452,1916
27453,27454,2-s2.0-85061962258,27454,1752
27475,27476,2-s2.0-85061347559,27476,1333
27499,27500,2-s2.0-85060633452,27500,1431
27502,27503,2-s2.0-85060590691,27503,247
27536,27537,2-s2.0-85060028525,27537,2192
27539,27540,2-s2.0-85059870095,27540,1037
27547,27548,2-s2.0-85059618285,27548,1923
27553,27554,2-s2.0-85059366410,27554,2112
27561,27562,2-s2.0-85059031268,27562,1947
27569,27570,2-s2.0-85058947220,27570,1780
27572,27573,2-s2.0-85058939095,27573,2790
27615,27616,2-s2.0-85057385269,27616,1714
27622,27623,2-s2.0-85057089479,27623,3048
27640,27641,2-s2.0-85056451998,27641,1125
27662,27663,2-s2.0-85055717103,27663,1806
27666,27667,2-s2.0-85055702048,27667,1307
27668,27669,2-s2.0-85055701238,27669,1993
27671,27672,2-s2.0-85055690341,27672,1998
27673,27674,2-s2.0-85055687731,27674,1272
27696,27697,2-s2.0-85055342256,27697,2310
27714,27715,2-s2.0-85054644258,27715,2309
27719,27720,2-s2.0-85054613001,27720,3237
27723,27724,2-s2.0-85054393132,27724,1516
27728,27729,2-s2.0-85054099746,27729,2395
27730,27731,2-s2.0-85053937280,27731,1664
27736,27737,2-s2.0-85053897918,27737,1556
27741,27742,2-s2.0-85053848732,27742,1124
27744,27745,2-s2.0-85053803759,27745,1701
27745,27746,2-s2.0-85053800893,27746,1528
27751,27752,2-s2.0-85053192729,27752,1421
27758,27759,2-s2.0-85052840568,27759,2116
27766,27767,2-s2.0-85052601708,27767,555
27782,27783,2-s2.0-85051134028,27783,2093
27788,27789,2-s2.0-85050931198,27789,1472
27792,27793,2-s2.0-85050641359,27793,2043
27798,27799,2-s2.0-85050467917,27799,1709
27804,27805,2-s2.0-85050227902,27805,1724
27808,27809,2-s2.0-85049966307,27809,1506
27828,27829,2-s2.0-85049535532,27829,1697
27833,27834,2-s2.0-85049358946,27834,1424
27837,27838,2-s2.0-85049163789,27838,1751
27847,27848,2-s2.0-85048808373,27848,775
27865,27866,2-s2.0-85048564027,27866,3001
27883,27884,2-s2.0-85048192793,27884,1778
27911,27912,2-s2.0-85047357318,27912,1781
27919,27920,2-s2.0-85047126067,27920,1768
27930,27931,2-s2.0-85046485474,27931,1680
27941,27942,2-s2.0-85045954942,27942,2014
27952,27953,2-s2.0-85045533269,27953,1206
27963,27964,2-s2.0-85044543781,27964,2559
27984,27985,2-s2.0-85042558117,27985,1757
27997,27998,2-s2.0-85042533124,27998,1465
28010,28011,2-s2.0-85042259023,28011,1654
28014,28015,2-s2.0-85042112674,28015,2400
28016,28017,2-s2.0-85042081194,28017,330
28017,28018,2-s2.0-85042080391,28018,1303
28034,28035,2-s2.0-85041216969,28035,934
28058,28059,2-s2.0-85038581567,28059,1498
28070,28071,2-s2.0-85035092310,28071,1312
28089,28090,2-s2.0-85029580957,28090,937
28110,28111,2-s2.0-85021747811,28111,1127
28117,28118,2-s2.0-85013115174,28118,1189
28124,28125,2-s2.0-84987667419,28125,1453
28141,28142,2-s2.0-105010808861,28142,1462
28144,28145,2-s2.0-105010802933,28145,1597
28170,28171,2-s2.0-105008587790,28171,1484
28179,28180,2-s2.0-85123229026,28180,147
28188,28189,2-s2.0-85043277085,28189,2357
28191,28192,2-s2.0-85043265548,28192,2838
28213,28214,2-s2.0-85046058200,28214,1775
28224,28225,2-s2.0-85060035849,28225,1729
28238,28239,2-s2.0-85051780418,28239,1471
28243,28244,2-s2.0-85049159763,28244,1781
28246,28247,2-s2.0-85048376458,28247,1388
28252,28253,2-s2.0-85045612259,28253,2998
28254,28255,2-s2.0-85042723480,28255,2728
28264,28265,2-s2.0-85040461774,28265,1452
28273,28274,2-s2.0-85038026488,28274,1043
28274,28275,2-s2.0-85037686849,28275,2132
28283,28284,2-s2.0-85034981309,28284,1783
28288,28289,2-s2.0-85033731477,28289,1318
28296,28297,2-s2.0-85032575572,28297,1695
28300,28301,2-s2.0-85030457703,28301,1258
28321,28322,2-s2.0-85018844422,28322,980
28346,28347,2-s2.0-85041365445,28347,1804
28353,28354,2-s2.0-85046061056,28354,1831
28372,28373,2-s2.0-85054248273,28373,1581
28377,28378,2-s2.0-85040767987,28378,2433
28384,28385,2-s2.0-85041445202,28385,1093
28406,28407,2-s2.0-85041471415,28407,1899
28433,28434,2-s2.0-85033215894,28434,1750
28441,28442,2-s2.0-85031428941,28442,1447
28447,28448,2-s2.0-85031398477,28448,1978
28449,28450,2-s2.0-85030636465,28450,1729
28466,28467,2-s2.0-85020086744,28467,2559
28471,28472,2-s2.0-105012052008,28472,1528
28478,28479,2-s2.0-105012047206,28479,1487
28479,28480,2-s2.0-105012046870,28480,1613
28494,28495,2-s2.0-85033779697,28495,1472
28495,28496,2-s2.0-85063713689,28496,2777
28502,28503,2-s2.0-85040105702,28503,1086
28511,28512,2-s2.0-85038420003,28512,1597
28536,28537,2-s2.0-85037068948,28537,2486
28537,28538,2-s2.0-84991105241,28538,2402
28538,28539,2-s2.0-85046837887,28539,2320
28555,28556,2-s2.0-85032655156,28556,1023
28563,28564,2-s2.0-85027190562,28564,1250
28570,28571,2-s2.0-84976573267,28571,1429
28576,28577,2-s2.0-85057646627,28577,1926
28580,28581,2-s2.0-85051361203,28581,1522
28615,28616,2-s2.0-85026508686,28616,1866
28621,28622,2-s2.0-85019392500,28622,1991
28632,28633,2-s2.0-85032388208,28633,1666
28643,28644,2-s2.0-85032380970,28644,1607
28654,28655,2-s2.0-85032368908,28655,1815
28664,28665,2-s2.0-85032346868,28665,1443
28668,28669,2-s2.0-85032342319,28669,1209
28669,28670,2-s2.0-85032337224,28670,1790
28673,28674,2-s2.0-85032335102,28674,1504
28693,28694,2-s2.0-85030719053,28694,2294
28713,28714,2-s2.0-85068442336,28714,2098
28716,28717,2-s2.0-85065506782,28717,275
28720,28721,2-s2.0-84958550729,28721,1668
28721,28722,2-s2.0-85027893571,28722,1816
28747,28748,2-s2.0-85029006353,28748,1429
28750,28751,2-s2.0-85027882563,28751,2358
28775,28776,2-s2.0-85010214420,28776,1799
28780,28781,2-s2.0-84962921279,28781,1685
28782,28783,2-s2.0-84958760034,28783,2360
28799,28800,2-s2.0-85030774190,28800,1182
28803,28804,2-s2.0-85030150845,28804,922
28818,28819,2-s2.0-85034442367,28819,2133
28830,28831,2-s2.0-85028333925,28831,1827
28836,28837,2-s2.0-85028300394,28837,1739
28839,28840,2-s2.0-85030251977,28840,1143
28840,28841,2-s2.0-85030246414,28841,1447
28841,28842,2-s2.0-85030244632,28842,1633
28844,28845,2-s2.0-85030220758,28845,1208
28851,28852,2-s2.0-85031433285,28852,1459
28861,28862,2-s2.0-85030761636,28862,1548
28880,28881,2-s2.0-85024093149,28881,1211
28881,28882,2-s2.0-85021784658,28882,2564
28894,28895,2-s2.0-85007173715,28895,1377
28904,28905,2-s2.0-85034247399,28905,880
28928,28929,2-s2.0-85051237379,28929,1384
28931,28932,2-s2.0-85020421810,28932,2465
28935,28936,2-s2.0-85007323375,28936,1206
28954,28955,2-s2.0-84994682249,28955,1328
28976,28977,2-s2.0-85049535891,28977,2820
28991,28992,2-s2.0-85039413463,28992,1418
28997,28998,2-s2.0-85032658155,28998,1860
29013,29014,2-s2.0-85023202556,29014,1917
29019,29020,2-s2.0-85021163391,29020,1240
29024,29025,2-s2.0-85020511598,29025,1993
29026,29027,2-s2.0-85020230672,29027,1663
29036,29037,2-s2.0-85007242733,29037,1573
29063,29064,2-s2.0-85026313452,29064,1442
29069,29070,2-s2.0-85030572285,29070,1679
29073,29074,2-s2.0-85030571538,29074,1413
29080,29081,2-s2.0-85030569597,29081,3033
29095,29096,2-s2.0-85030567344,29096,2078
29097,29098,2-s2.0-85030566731,29098,1799
29111,29112,2-s2.0-85030563081,29112,3840
29112,29113,2-s2.0-85030562784,29113,2746
29135,29136,2-s2.0-85030556835,29136,2784
29142,29143,2-s2.0-85030554719,29143,3543
29157,29158,2-s2.0-85030550705,29158,1688
29185,29186,2-s2.0-85030547088,29186,2947
29189,29190,2-s2.0-85030546515,29190,2619
29197,29198,2-s2.0-85030545129,29198,2401
29209,29210,2-s2.0-85030541113,29210,461
29248,29249,2-s2.0-85030531488,29249,2696
29277,29278,2-s2.0-85027530924,29278,1316
29286,29287,2-s2.0-85024488643,29287,1252
29311,29312,2-s2.0-85023618324,29312,1969
29312,29313,2-s2.0-85023616595,29313,1250
29313,29314,2-s2.0-85023613546,29314,1405
29317,29318,2-s2.0-85023598051,29318,1457
29327,29328,2-s2.0-85020405671,29328,1471
29329,29330,2-s2.0-85072398385,29330,1452
29330,29331,2-s2.0-85070419103,29331,908
29368,29369,2-s2.0-85018362764,29369,2003
29373,29374,2-s2.0-85015748037,29374,2349
29380,29381,2-s2.0-85009471743,29381,1248
29383,29384,2-s2.0-85006367258,29384,1137
29392,29393,2-s2.0-85020674931,29393,1879
29402,29403,2-s2.0-85027703879,29403,1565
29415,29416,2-s2.0-85017134498,29416,2137
29426,29427,2-s2.0-85054207584,29427,1346
29427,29428,2-s2.0-85050507098,29428,921
29430,29431,2-s2.0-85026218685,29431,1255
29444,29445,2-s2.0-84961197906,29445,1364
29451,29452,2-s2.0-85045691208,29452,1834
29458,29459,2-s2.0-85021748009,29459,1677
29459,29460,2-s2.0-85021134218,29460,1174
29466,29467,2-s2.0-85020893145,29467,1299
29470,29471,2-s2.0-85020858154,29471,1307
29474,29475,2-s2.0-85020079168,29475,1919
29475,29476,2-s2.0-85020006977,29476,2706
29488,29489,2-s2.0-85018760326,29489,1187
29493,29494,2-s2.0-85018503099,29494,1790
29494,29495,2-s2.0-85018502907,29495,2123
29504,29505,2-s2.0-85017178796,29505,922
29510,29511,2-s2.0-85015660478,29511,1515
29514,29515,2-s2.0-85012237844,29515,1441
29518,29519,2-s2.0-85007482533,29519,2639
29520,29521,2-s2.0-85006051862,29521,1612
29527,29528,2-s2.0-85018325601,29528,1038
29551,29552,2-s2.0-85034007564,29552,1461
29553,29554,2-s2.0-85033988272,29554,1690
29559,29560,2-s2.0-85018450958,29560,1903
29572,29573,2-s2.0-85041633755,29573,1402
29581,29582,2-s2.0-84986213883,29582,1200
29588,29589,2-s2.0-85077195497,29589,1429
29594,29595,2-s2.0-85037664111,29595,2045
29636,29637,2-s2.0-85007618577,29637,1853
29637,29638,2-s2.0-85007006688,29638,2635
29645,29646,2-s2.0-84978701749,29646,1932
29651,29652,2-s2.0-84944711520,29652,2055
29652,29653,2-s2.0-84944704374,29653,1833
29654,29655,2-s2.0-85045077613,29655,1311
29663,29664,2-s2.0-85017243829,29664,1620
29699,29700,2-s2.0-85018278931,29700,2104
29707,29708,2-s2.0-85016408912,29708,1413
29711,29712,2-s2.0-84961217051,29712,1156
29713,29714,2-s2.0-84958036989,29714,1741
29715,29716,2-s2.0-85018397664,29716,1997
29717,29718,2-s2.0-85131009592,29718,3323
29722,29723,2-s2.0-85086238415,29723,1655
29730,29731,2-s2.0-85034012411,29731,1689
29734,29735,2-s2.0-85033569679,29735,1235
29737,29738,2-s2.0-85021273194,29738,1553
29741,29742,2-s2.0-85018574637,29742,2617
29749,29750,2-s2.0-85016101781,29750,1597
29750,29751,2-s2.0-85015980997,29751,1975
29773,29774,2-s2.0-85013319118,29774,804
29797,29798,2-s2.0-84988934671,29798,1715
29798,29799,2-s2.0-84970003883,29799,1468
29800,29801,2-s2.0-84958781269,29801,1770
29814,29815,2-s2.0-84996618772,29815,2135
29823,29824,2-s2.0-85016052313,29824,1598
29843,29844,2-s2.0-85046776969,29844,1192
29848,29849,2-s2.0-85015780533,29849,1844
29852,29853,2-s2.0-85014074756,29853,2654
29860,29861,2-s2.0-85011599912,29861,1457
29868,29869,2-s2.0-85006390563,29869,1839
29872,29873,2-s2.0-84988353588,29873,1935
29884,29885,2-s2.0-84940570649,29885,1261
29889,29890,2-s2.0-85015252737,29890,1430
29890,29891,2-s2.0-85014908455,29891,1215
29894,29895,2-s2.0-85013468475,29895,1862
29906,29907,2-s2.0-85009813174,29907,1893
29915,29916,2-s2.0-85050195575,29916,1740
29918,29919,2-s2.0-85021325748,29919,1601
29937,29938,2-s2.0-84984682104,29938,1574
29938,29939,2-s2.0-84983347705,29939,1194
29943,29944,2-s2.0-84965082067,29944,1437
29968,29969,2-s2.0-85144402344,29969,1381
29969,29970,2-s2.0-85144356024,29970,1175
29970,29971,2-s2.0-85144339128,29971,1185
29972,29973,2-s2.0-85142566620,29973,2023
29975,29976,2-s2.0-85139879167,29976,2305
29981,29982,2-s2.0-85139304435,29982,2005
29985,29986,2-s2.0-85139217653,29986,2100
30012,30013,2-s2.0-85102001587,30013,1289
30013,30014,2-s2.0-85101995148,30014,1160
30018,30019,2-s2.0-85101959077,30019,1315
30025,30026,2-s2.0-85101126055,30026,2051
30032,30033,2-s2.0-85091131823,30033,2048
30065,30066,2-s2.0-85072126380,30066,1803
30073,30074,2-s2.0-85071441792,30074,919
30097,30098,2-s2.0-85061466279,30098,2231
30111,30112,2-s2.0-85055065303,30112,1694
30123,30124,2-s2.0-85054162797,30124,1824
30131,30132,2-s2.0-85052773650,30132,308
30144,30145,2-s2.0-85051430175,30145,3356
30173,30174,2-s2.0-85048697050,30174,2967
30175,30176,2-s2.0-85048666582,30176,1990
30177,30178,2-s2.0-85048513380,30178,2084
30187,30188,2-s2.0-85046545133,30188,804
30227,30228,2-s2.0-85042506304,30228,1826
30264,30265,2-s2.0-85041094075,30265,2455
30273,30274,2-s2.0-85040237538,30274,1341
30274,30275,2-s2.0-85040189959,30275,1814
30282,30283,2-s2.0-85039903341,30283,1762
30291,30292,2-s2.0-85038822519,30292,1718
30293,30294,2-s2.0-85038614913,30294,1645
30314,30315,2-s2.0-85037330297,30315,1749
30316,30317,2-s2.0-85037134504,30317,812
30317,30318,2-s2.0-85037116917,30318,1874
30331,30332,2-s2.0-85036465280,30332,2303
30335,30336,2-s2.0-85036450574,30336,2870
30348,30349,2-s2.0-85035341362,30349,2298
30363,30364,2-s2.0-85035105374,30364,1726
30365,30366,2-s2.0-85035098521,30366,1825
30375,30376,2-s2.0-85034779141,30376,1859
30379,30380,2-s2.0-85034762320,30380,1249
30395,30396,2-s2.0-85034250983,30396,1796
30405,30406,2-s2.0-85034226031,30406,1410
30415,30416,2-s2.0-85033362919,30416,1542
30429,30430,2-s2.0-85032382300,30430,1681
30447,30448,2-s2.0-85031709644,30448,1684
30453,30454,2-s2.0-85030792886,30454,1337
30457,30458,2-s2.0-85030766937,30458,1395
30458,30459,2-s2.0-85030766246,30459,1363
30470,30471,2-s2.0-85030026828,30471,1287
30473,30474,2-s2.0-85029818134,30474,1225
30477,30478,2-s2.0-85029785412,30478,2077
30502,30503,2-s2.0-85029223035,30503,2006
30510,30511,2-s2.0-85028860394,30511,1207
30516,30517,2-s2.0-85028632995,30517,1567
30530,30531,2-s2.0-85028309809,30531,1846
30538,30539,2-s2.0-85028015488,30539,1219
30540,30541,2-s2.0-85028005628,30541,1162
30583,30584,2-s2.0-85025437435,30584,1502
30587,30588,2-s2.0-85025170903,30588,1725
30591,30592,2-s2.0-85025145288,30592,1808
30597,30598,2-s2.0-85025079163,30598,1907
30601,30602,2-s2.0-85024483735,30602,672
30609,30610,2-s2.0-85023760146,30610,1723
30610,30611,2-s2.0-85023758066,30611,1742
30644,30645,2-s2.0-85021443087,30645,1695
30652,30653,2-s2.0-85021226218,30653,1959
30659,30660,2-s2.0-85021095568,30660,2910
30660,30661,2-s2.0-85021093169,30661,1648
30664,30665,2-s2.0-85020866398,30665,1240
30684,30685,2-s2.0-85020439105,30685,1897
30716,30717,2-s2.0-85018944527,30717,1665
30720,30721,2-s2.0-85018551714,30721,1710
30724,30725,2-s2.0-85018429704,30725,1438
30725,30726,2-s2.0-85018416666,30726,1191
30736,30737,2-s2.0-85017428712,30737,2014
30751,30752,2-s2.0-85015777229,30752,1732
30760,30761,2-s2.0-85015167137,30761,2135
30763,30764,2-s2.0-85015155674,30764,2346
30779,30780,2-s2.0-85013093342,30780,2550
30781,30782,2-s2.0-85012899415,30782,1356
30786,30787,2-s2.0-85011857450,30787,1630
30788,30789,2-s2.0-85011343025,30789,2284
30793,30794,2-s2.0-85011281221,30794,2342
30805,30806,2-s2.0-85010637780,30806,1024
30829,30830,2-s2.0-85007441070,30830,1805
30831,30832,2-s2.0-85007043765,30832,2112
30849,30850,2-s2.0-84989220469,30850,1644
30859,30860,2-s2.0-84973523432,30860,2498
30877,30878,2-s2.0-105009803925,30878,160
30885,30886,2-s2.0-105008630841,30886,1156
30908,30909,2-s2.0-85010791395,30909,1378
30915,30916,2-s2.0-85010442900,30916,1491
30960,30961,2-s2.0-85006415410,30961,465
30962,30963,2-s2.0-85006409365,30963,1123
30969,30970,2-s2.0-85006054277,30970,1716
30982,30983,2-s2.0-84994761829,30983,1427
30993,30994,2-s2.0-84988662546,30994,1829
31006,31007,2-s2.0-84961636950,31007,2143
31007,31008,2-s2.0-84951181830,31008,1850
31009,31010,2-s2.0-84946854915,31010,1794
31026,31027,2-s2.0-85006922960,31027,1968
31040,31041,2-s2.0-85006827275,31041,2011
31047,31048,2-s2.0-85006823512,31048,1193
31067,31068,2-s2.0-85006789598,31068,1635
31070,31071,2-s2.0-85006784410,31071,1775
31076,31077,2-s2.0-85006757723,31077,1734
31077,31078,2-s2.0-85006757190,31078,1874
31125,31126,2-s2.0-85008235160,31126,2058
31130,31131,2-s2.0-85008163211,31131,1807
31133,31134,2-s2.0-84994289069,31134,1957
31136,31137,2-s2.0-85040525106,31137,1570
31142,31143,2-s2.0-85028254916,31143,1643
31155,31156,2-s2.0-85002342343,31156,1236
31156,31157,2-s2.0-85002271125,31157,1098
31157,31158,2-s2.0-84996565832,31158,1929
31158,31159,2-s2.0-84995550674,31159,2609
31181,31182,2-s2.0-84979211452,31182,3156
31183,31184,2-s2.0-84978045013,31184,2290
31185,31186,2-s2.0-84976416482,31186,1385
31205,31206,2-s2.0-84997447772,31206,1738
31213,31214,2-s2.0-84978655787,31214,1445
31228,31229,2-s2.0-84994558921,31229,1595
31234,31235,2-s2.0-84994130143,31235,1152
31239,31240,2-s2.0-84993159407,31240,1369
31241,31242,2-s2.0-84966711857,31242,1601
31278,31279,2-s2.0-84990929302,31279,3136
31292,31293,2-s2.0-84986538889,31293,1016
31294,31295,2-s2.0-84984824075,31295,1138
31296,31297,2-s2.0-84984684788,31297,1807
31306,31307,2-s2.0-84974851799,31307,2872
31312,31313,2-s2.0-84964355616,31313,1371
31322,31323,2-s2.0-85001930696,31323,1741
31326,31327,2-s2.0-85046022758,31327,1197
31327,31328,2-s2.0-85016050825,31328,1068
31338,31339,2-s2.0-84993929467,31339,1858
31354,31355,2-s2.0-85054472911,31355,1947
31370,31371,2-s2.0-84990888174,31371,1425
31371,31372,2-s2.0-84990886760,31372,2068
31387,31388,2-s2.0-84985995769,31388,1810
31397,31398,2-s2.0-84983335655,31398,1817
31408,31409,2-s2.0-84980011674,31409,2349
31431,31432,2-s2.0-84990944490,31432,2010
31435,31436,2-s2.0-84986211774,31436,444
31436,31437,2-s2.0-84984796564,31437,370
31440,31441,2-s2.0-84984832838,31441,1117
31443,31444,2-s2.0-85016069065,31444,1373
31444,31445,2-s2.0-85018220507,31445,3104
31451,31452,2-s2.0-85013001182,31452,1434
31479,31480,2-s2.0-84982182459,31480,1369
31480,31481,2-s2.0-84982170163,31481,1530
31488,31489,2-s2.0-84978145859,31489,1926
31495,31496,2-s2.0-84977550398,31496,1635
31496,31497,2-s2.0-84975758763,31497,1545
31499,31500,2-s2.0-84975217665,31500,1694
31524,31525,2-s2.0-84940851058,31525,2225
31532,31533,2-s2.0-84980351947,31533,1560
31537,31538,2-s2.0-84983469313,31538,3044
31540,31541,2-s2.0-84983426496,31541,1862
31543,31544,2-s2.0-84982239027,31544,1429
31544,31545,2-s2.0-84989195582,31545,1626
31545,31546,2-s2.0-85026568501,31546,344
31564,31565,2-s2.0-84979753561,31565,1285
31568,31569,2-s2.0-84976449761,31569,1526
31609,31610,2-s2.0-84982804410,31610,941
31614,31615,2-s2.0-84978861861,31615,2650
31615,31616,2-s2.0-84978663503,31616,2637
31637,31638,2-s2.0-84964963571,31638,1146
31643,31644,2-s2.0-84958811877,31644,1204
31645,31646,2-s2.0-84957714688,31646,1626
31656,31657,2-s2.0-84924273128,31657,1208
31666,31667,2-s2.0-84983349247,31667,1966
31674,31675,2-s2.0-84983319614,31675,2066
31686,31687,2-s2.0-84983273920,31687,4209
31696,31697,2-s2.0-84985963108,31697,1351
31707,31708,2-s2.0-84977534198,31708,2114
31712,31713,2-s2.0-84979554020,31713,1524
31720,31721,2-s2.0-85006190057,31721,1815
31738,31739,2-s2.0-84975297599,31739,1590
31742,31743,2-s2.0-84969940420,31743,1105
31760,31761,2-s2.0-84963525881,31761,1591
31770,31771,2-s2.0-84959020755,31771,1228
31774,31775,2-s2.0-84949635298,31775,1731
31776,31777,2-s2.0-84931863618,31777,2639
31801,31802,2-s2.0-84994666199,31802,975
31819,31820,2-s2.0-84973659494,31820,2155
31822,31823,2-s2.0-84973407705,31823,708
31826,31827,2-s2.0-84962867368,31827,1121
31831,31832,2-s2.0-85056625683,31832,1312
31844,31845,2-s2.0-84973473406,31845,1862
31845,31846,2-s2.0-84973470291,31846,1747
31856,31857,2-s2.0-84962633167,31857,1348
31870,31871,2-s2.0-84949989038,31871,1578
31881,31882,2-s2.0-84973664445,31882,1764
31892,31893,2-s2.0-84970016950,31893,1916
31910,31911,2-s2.0-84969921552,31911,1874
31914,31915,2-s2.0-84969920368,31915,2403
31921,31922,2-s2.0-85052218623,31922,1391
31929,31930,2-s2.0-84964915495,31930,1420
31933,31934,2-s2.0-84966344959,31934,2006
31966,31967,2-s2.0-84973879549,31967,1122
32001,32002,2-s2.0-84962091529,32002,2191
32014,32015,2-s2.0-84957922965,32015,1421
32033,32034,2-s2.0-84962167139,32034,1135
32046,32047,2-s2.0-84988385339,32047,907
32047,32048,2-s2.0-84975482900,32048,1260
32066,32067,2-s2.0-85005766215,32067,1592
32094,32095,2-s2.0-84959245748,32095,255
32109,32110,2-s2.0-84956773134,32110,2017
32110,32111,2-s2.0-84956544208,32111,1537
32116,32117,2-s2.0-85008440595,32117,975
32139,32140,2-s2.0-84964374664,32140,1636
32150,32151,2-s2.0-84957812985,32151,680
32190,32191,2-s2.0-84966560274,32191,1717
32214,32215,2-s2.0-84955650959,32215,2866
32220,32221,2-s2.0-84934342549,32221,1837
32225,32226,2-s2.0-85206348428,32226,1032
32229,32230,2-s2.0-85172124990,32230,821
32231,32232,2-s2.0-85171596500,32232,1366
32234,32235,2-s2.0-85158921654,32235,1545
32251,32252,2-s2.0-85137499078,32252,712
32264,32265,2-s2.0-85110605790,32265,1549
