corpus_position,source_row_abs,EID_o_identificador,insumo_row,record_chars
32268,32269,2-s2.0-85097997515,32269,2021
32278,32279,2-s2.0-85086689068,32279,2996
32288,32289,2-s2.0-85078959417,32289,1363
32302,32303,2-s2.0-85071430426,32303,741
32305,32306,2-s2.0-85071068221,32306,2782
32337,32338,2-s2.0-85059628058,32338,1192
32346,32347,2-s2.0-85052395181,32347,1503
32365,32366,2-s2.0-85042541638,32366,948
32383,32384,2-s2.0-85039065840,32384,1729
32388,32389,2-s2.0-85035146702,32389,1843
32393,32394,2-s2.0-85032579773,32394,1169
32397,32398,2-s2.0-85031754329,32398,2192
32398,32399,2-s2.0-85031753277,32399,2186
32408,32409,2-s2.0-85028734766,32409,1713
32416,32417,2-s2.0-85026754569,32417,1966
32417,32418,2-s2.0-85026665032,32418,1200
32419,32420,2-s2.0-85026636350,32420,1013
32425,32426,2-s2.0-85025824555,32426,1997
32432,32433,2-s2.0-85024895627,32433,3099
32434,32435,2-s2.0-85024865019,32435,1550
32435,32436,2-s2.0-85024852176,32436,1492
32437,32438,2-s2.0-85024474859,32438,1753
32441,32442,2-s2.0-85022084508,32442,1491
32443,32444,2-s2.0-85021993254,32444,1078
32449,32450,2-s2.0-85021681606,32450,2968
32472,32473,2-s2.0-85019133321,32473,2101
32476,32477,2-s2.0-85019002242,32477,1685
32483,32484,2-s2.0-85018937995,32484,459
32509,32510,2-s2.0-85018892851,32510,1547
32515,32516,2-s2.0-85018880696,32516,1935
32520,32521,2-s2.0-85018866256,32521,991
32522,32523,2-s2.0-85018864462,32523,1453
32555,32556,2-s2.0-85017634248,32556,1181
32563,32564,2-s2.0-85017090974,32564,1850
32618,32619,2-s2.0-85013668573,32619,1522
32647,32648,2-s2.0-85009971422,32648,1552
32649,32650,2-s2.0-85009820258,32650,1275
32654,32655,2-s2.0-85009681315,32655,1511
32682,32683,2-s2.0-85008423069,32683,1482
32690,32691,2-s2.0-85007574941,32691,1239
32695,32696,2-s2.0-85007374487,32696,2409
32698,32699,2-s2.0-85006978451,32699,665
32713,32714,2-s2.0-85006337604,32714,1433
32720,32721,2-s2.0-85006004146,32721,1681
32721,32722,2-s2.0-85005999203,32722,835
32725,32726,2-s2.0-85003475319,32726,1320
32728,32729,2-s2.0-85003434292,32729,3404
32739,32740,2-s2.0-85000714803,32740,1258
32743,32744,2-s2.0-85000402113,32744,2679
32747,32748,2-s2.0-84999266471,32748,1707
32750,32751,2-s2.0-84999143282,32751,1396
32761,32762,2-s2.0-84996605541,32762,1727
32765,32766,2-s2.0-84996537947,32766,1643
32771,32772,2-s2.0-84995676728,32772,1451
32773,32774,2-s2.0-84995549416,32774,2247
32776,32777,2-s2.0-84994877151,32777,1581
32777,32778,2-s2.0-84994876201,32778,1933
32816,32817,2-s2.0-84990397358,32817,1198
32818,32819,2-s2.0-84990050330,32819,1551
32820,32821,2-s2.0-84990039930,32821,1185
32821,32822,2-s2.0-84990026725,32822,2292
32842,32843,2-s2.0-84988498962,32843,1310
32843,32844,2-s2.0-84988464954,32844,1576
32846,32847,2-s2.0-84987984687,32847,1364
32849,32850,2-s2.0-84987947841,32850,834
32866,32867,2-s2.0-84985001778,32867,1459
32879,32880,2-s2.0-84983740527,32880,867
32884,32885,2-s2.0-84982883650,32885,1797
32892,32893,2-s2.0-84981502061,32893,1136
32897,32898,2-s2.0-84980316309,32898,2278
32907,32908,2-s2.0-84979080370,32908,1558
32909,32910,2-s2.0-84979026541,32910,1256
32917,32918,2-s2.0-84978881198,32918,1440
32919,32920,2-s2.0-84978870563,32920,1712
32922,32923,2-s2.0-84978842678,32923,1469
32935,32936,2-s2.0-84978288768,32936,1753
32951,32952,2-s2.0-84977597297,32952,2057
32959,32960,2-s2.0-84976520729,32960,1413
32966,32967,2-s2.0-84976293262,32967,2876
32971,32972,2-s2.0-84975254950,32972,2579
32985,32986,2-s2.0-84969765251,32986,1706
33016,33017,2-s2.0-84964936655,33017,1592
33024,33025,2-s2.0-84964026267,33025,1880
33025,33026,2-s2.0-84963815491,33026,789
33033,33034,2-s2.0-84962225449,33034,1434
33034,33035,2-s2.0-84962192857,33035,2555
33077,33078,2-s2.0-84958213724,33078,2333
33083,33084,2-s2.0-84957804335,33084,1456
33112,33113,2-s2.0-84949092383,33113,1591
33115,33116,2-s2.0-84948845523,33116,1660
33116,33117,2-s2.0-84948580830,33117,1131
33121,33122,2-s2.0-84943646011,33122,1323
33130,33131,2-s2.0-84902010670,33131,931
33156,33157,2-s2.0-85217784293,33157,1294
33207,33208,2-s2.0-105009552310,33208,1904
33208,33209,2-s2.0-105009549405,33209,1924
33222,33223,2-s2.0-105007861759,33223,2849
33224,33225,2-s2.0-105007733633,33225,3399
33239,33240,2-s2.0-105004433740,33240,1442
33240,33241,2-s2.0-105004359633,33241,2293
33247,33248,2-s2.0-105002896598,33248,2065
33248,33249,2-s2.0-105002667406,33249,1803
33263,33264,2-s2.0-105013495500,33264,1717
33267,33268,2-s2.0-105012459223,33268,2378
33284,33285,2-s2.0-105010947863,33285,2209
33291,33292,2-s2.0-105008286160,33292,2067
33292,33293,2-s2.0-105008243658,33293,2084
33325,33326,2-s2.0-105012284418,33326,1782
33366,33367,2-s2.0-85209193104,33367,2149
33368,33369,2-s2.0-85207351612,33369,1851
33371,33372,2-s2.0-85201707659,33372,1865
33376,33377,2-s2.0-85195695064,33377,1486
33385,33386,2-s2.0-105012895106,33386,2803
33423,33424,2-s2.0-105007035066,33424,1478
33429,33430,2-s2.0-105006438599,33430,2108
33437,33438,2-s2.0-105005108412,33438,1933
33445,33446,2-s2.0-105002596060,33446,1371
33450,33451,2-s2.0-105000997163,33451,1998
33452,33453,2-s2.0-105000832924,33453,1595
33453,33454,2-s2.0-105000118828,33454,1363
33464,33465,2-s2.0-105013095953,33465,2064
33467,33468,2-s2.0-105013074219,33468,2487
33468,33469,2-s2.0-105013072953,33469,3024
33502,33503,2-s2.0-85217815637,33503,1715
33514,33515,2-s2.0-85204492645,33515,2128
33519,33520,2-s2.0-105013230534,33520,1823
33544,33545,2-s2.0-105011506698,33545,1813
33552,33553,2-s2.0-105011406462,33553,2374
33571,33572,2-s2.0-105007187965,33572,1776
33578,33579,2-s2.0-105004889113,33579,2754
33595,33596,2-s2.0-105012671812,33596,1583
33603,33604,2-s2.0-105011514934,33604,1398
33628,33629,2-s2.0-105012334182,33629,1577
33640,33641,2-s2.0-105009227110,33641,1814
33645,33646,2-s2.0-105009212356,33646,2087
33661,33662,2-s2.0-85218833428,33662,1942
33668,33669,2-s2.0-85217428667,33669,1476
33672,33673,2-s2.0-85217202300,33673,2029
33676,33677,2-s2.0-85217092787,33677,2177
33688,33689,2-s2.0-85212701044,33689,2130
33695,33696,2-s2.0-85211699202,33696,3039
33696,33697,2-s2.0-85211183088,33697,1708
33701,33702,2-s2.0-85207780745,33702,2158
33707,33708,2-s2.0-85204174372,33708,1677
33727,33728,2-s2.0-85174959871,33728,1703
33730,33731,2-s2.0-105010944137,33731,1450
33731,33732,2-s2.0-105010652340,33732,1272
33742,33743,2-s2.0-105009881203,33743,1461
33755,33756,2-s2.0-105009272754,33756,1821
33767,33768,2-s2.0-105009019510,33768,2242
33772,33773,2-s2.0-105008915086,33773,2307
33774,33775,2-s2.0-105008421451,33775,1922
33789,33790,2-s2.0-105007475679,33790,1903
33802,33803,2-s2.0-105005265719,33803,2710
33826,33827,2-s2.0-105002253743,33827,1820
33829,33830,2-s2.0-105001595436,33830,958
33838,33839,2-s2.0-105011890752,33839,1522
33842,33843,2-s2.0-85211188940,33843,1991
33844,33845,2-s2.0-105007892545,33845,1468
33847,33848,2-s2.0-105007677171,33848,2257
33872,33873,2-s2.0-105003982740,33873,2236
33875,33876,2-s2.0-105004481287,33876,1858
33876,33877,2-s2.0-105001846284,33877,1510
33888,33889,2-s2.0-86000521886,33889,1334
33894,33895,2-s2.0-85219011353,33895,1976
33905,33906,2-s2.0-85212192450,33906,1771
33912,33913,2-s2.0-85210588843,33913,1956
33927,33928,2-s2.0-105011157523,33928,4040
33929,33930,2-s2.0-105010754773,33930,2328
33946,33947,2-s2.0-105006497867,33947,2101
33948,33949,2-s2.0-105005839163,33949,266
33977,33978,2-s2.0-105002158708,33978,3492
33978,33979,2-s2.0-105002078204,33979,1691
33981,33982,2-s2.0-105001699267,33982,1530
33985,33986,2-s2.0-105001110344,33986,2219
33990,33991,2-s2.0-105005277022,33991,1427
33994,33995,2-s2.0-105005769026,33995,1775
34007,34008,2-s2.0-105005385291,34008,1699
34008,34009,2-s2.0-105012407759,34009,2217
34036,34037,2-s2.0-105007435709,34037,2163
34053,34054,2-s2.0-85218757732,34054,2222
34059,34060,2-s2.0-85216969411,34060,1542
34079,34080,2-s2.0-85196371027,34080,2140
34106,34107,2-s2.0-105003701369,34107,2202
34110,34111,2-s2.0-105003653365,34111,1120
34112,34113,2-s2.0-105003632019,34113,2062
34118,34119,2-s2.0-105003442664,34119,1569
34122,34123,2-s2.0-105003405867,34123,2479
34136,34137,2-s2.0-105002000919,34137,2529
34160,34161,2-s2.0-105002332536,34161,1257
34188,34189,2-s2.0-105002675162,34189,1100
34190,34191,2-s2.0-85217753703,34191,2798
34195,34196,2-s2.0-105001931257,34196,346
34197,34198,2-s2.0-105001084767,34198,1991
34209,34210,2-s2.0-86000429355,34210,3405
34218,34219,2-s2.0-105000423679,34219,2041
34228,34229,2-s2.0-86000577179,34229,2550
34244,34245,2-s2.0-85217796399,34245,1849
34266,34267,2-s2.0-85209912395,34267,1358
34267,34268,2-s2.0-85208407248,34268,2445
34277,34278,2-s2.0-85197789110,34278,2260
34278,34279,2-s2.0-85197666469,34279,1706
34279,34280,2-s2.0-85196322841,34280,2005
34286,34287,2-s2.0-85183366993,34287,2220
34322,34323,2-s2.0-105003457947,34323,1303
34327,34328,2-s2.0-105002779698,34328,953
34331,34332,2-s2.0-105002066328,34332,2092
34346,34347,2-s2.0-105001582717,34347,1756
34370,34371,2-s2.0-105001079089,34371,384
34374,34375,2-s2.0-105001073729,34375,1886
34393,34394,2-s2.0-105000157081,34394,1330
34414,34415,2-s2.0-85218933490,34415,1720
34417,34418,2-s2.0-85218930010,34418,2110
34432,34433,2-s2.0-86000715290,34433,2299
34434,34435,2-s2.0-86000186143,34435,2289
34445,34446,2-s2.0-85218904433,34446,2672
34450,34451,2-s2.0-85218691877,34451,2029
34471,34472,2-s2.0-85210861164,34472,1940
34489,34490,2-s2.0-85207296159,34490,2659
34494,34495,2-s2.0-85204207293,34495,1286
34499,34500,2-s2.0-85202944961,34500,1538
34514,34515,2-s2.0-85192863144,34515,1912
34530,34531,2-s2.0-85217299136,34531,1303
34553,34554,2-s2.0-85218068216,34554,1593
34565,34566,2-s2.0-85218740158,34566,1909
34568,34569,2-s2.0-86000487275,34569,2269
34625,34626,2-s2.0-86000009792,34626,1537
34630,34631,2-s2.0-85219666502,34631,1870
34638,34639,2-s2.0-85219554004,34639,1782
34668,34669,2-s2.0-85218768923,34669,2405
34670,34671,2-s2.0-85218754293,34671,1723
34677,34678,2-s2.0-85218717671,34678,1956
34700,34701,2-s2.0-85218060103,34701,1623
34710,34711,2-s2.0-85217865742,34711,3403
34716,34717,2-s2.0-85217808851,34717,1646
34721,34722,2-s2.0-85217685207,34722,1551
34722,34723,2-s2.0-85217669823,34723,1638
34737,34738,2-s2.0-85217452075,34738,1414
34745,34746,2-s2.0-85217289521,34746,2042
34752,34753,2-s2.0-85217175389,34753,1758
34760,34761,2-s2.0-85217110280,34761,2394
34767,34768,2-s2.0-85217058469,34768,1443
34770,34771,2-s2.0-85217035199,34771,1864
34774,34775,2-s2.0-85217022217,34775,2074
34793,34794,2-s2.0-85216650600,34794,1431
34811,34812,2-s2.0-85216225177,34812,1944
34831,34832,2-s2.0-85215828862,34832,2267
34837,34838,2-s2.0-85215587236,34838,1529
34838,34839,2-s2.0-85215560210,34839,2574
34852,34853,2-s2.0-85215144449,34853,2781
34871,34872,2-s2.0-85214532040,34872,1917
34879,34880,2-s2.0-85214397501,34880,1914
34894,34895,2-s2.0-85214095385,34895,1797
34895,34896,2-s2.0-85214086662,34896,1994
34898,34899,2-s2.0-85213944375,34899,2521
34900,34901,2-s2.0-85213896678,34901,1085
34915,34916,2-s2.0-85212786564,34916,2027
34921,34922,2-s2.0-85212344559,34922,1196
34924,34925,2-s2.0-85212316235,34925,1031
34937,34938,2-s2.0-85211237622,34938,1075
34939,34940,2-s2.0-85210905928,34940,1621
34968,34969,2-s2.0-85207859486,34969,2198
34985,34986,2-s2.0-85206457221,34986,1418
35023,35024,2-s2.0-85197697944,35024,1771
35035,35036,2-s2.0-85193989562,35036,1786
35045,35046,2-s2.0-85189499913,35046,1707
35057,35058,2-s2.0-85184443244,35058,1338
35100,35101,2-s2.0-105013781244,35101,1115
35116,35117,2-s2.0-105013710516,35117,1941
35137,35138,2-s2.0-105013580925,35138,2282
35145,35146,2-s2.0-105013563270,35146,1150
35151,35152,2-s2.0-105013554479,35152,1339
35152,35153,2-s2.0-105013552276,35153,2269
35159,35160,2-s2.0-105013539468,35160,2167
35161,35162,2-s2.0-105013538705,35162,1558
35163,35164,2-s2.0-105013538214,35164,1371
35173,35174,2-s2.0-105013468093,35174,2097
35215,35216,2-s2.0-105013087158,35216,1348
35221,35222,2-s2.0-105013028622,35222,2638
35222,35223,2-s2.0-105013028006,35223,2402
35228,35229,2-s2.0-105013023489,35229,2199
35229,35230,2-s2.0-105013022604,35230,1685
35235,35236,2-s2.0-105013019777,35236,1615
35238,35239,2-s2.0-105012990911,35239,1786
35243,35244,2-s2.0-105012977580,35244,1759
35249,35250,2-s2.0-105012955587,35250,2389
35250,35251,2-s2.0-105012955346,35251,2632
35261,35262,2-s2.0-105012873085,35262,1239
35303,35304,2-s2.0-105012425252,35304,1948
35311,35312,2-s2.0-105012409378,35312,1568
35312,35313,2-s2.0-105012406387,35313,2027
35325,35326,2-s2.0-105012281314,35326,1618
35341,35342,2-s2.0-105012149000,35342,1721
35346,35347,2-s2.0-105012099356,35347,1163
35354,35355,2-s2.0-105012033563,35355,2217
35358,35359,2-s2.0-105012027508,35359,2547
35378,35379,2-s2.0-105011946178,35379,2194
35407,35408,2-s2.0-105011696169,35408,1504
35415,35416,2-s2.0-105011597300,35416,1724
35436,35437,2-s2.0-105011373104,35437,1161
35457,35458,2-s2.0-105011062275,35458,1469
35468,35469,2-s2.0-105010969431,35469,1731
35470,35471,2-s2.0-105010960039,35471,2484
35493,35494,2-s2.0-105010723976,35494,2292
35496,35497,2-s2.0-105010701136,35497,2321
35507,35508,2-s2.0-105010604690,35508,1632
35539,35540,2-s2.0-105010062633,35540,1916
35552,35553,2-s2.0-105009903035,35553,1657
35558,35559,2-s2.0-105009875156,35559,1637
35570,35571,2-s2.0-105009683569,35571,2512
35574,35575,2-s2.0-105009550216,35575,1587
35577,35578,2-s2.0-105009540109,35578,1526
35587,35588,2-s2.0-105009501116,35588,1768
35595,35596,2-s2.0-105009403474,35596,1627
35596,35597,2-s2.0-105009402707,35597,1650
35599,35600,2-s2.0-105009359605,35600,2638
35601,35602,2-s2.0-105009336668,35602,2010
35603,35604,2-s2.0-105009332135,35604,2329
35613,35614,2-s2.0-105009248866,35614,1773
35633,35634,2-s2.0-105009115612,35634,2117
35635,35636,2-s2.0-105009111615,35636,1292
35642,35643,2-s2.0-105009073975,35643,1660
35649,35650,2-s2.0-105008943686,35650,1375
35651,35652,2-s2.0-105008939741,35652,1690
35662,35663,2-s2.0-105008735499,35663,2184
35669,35670,2-s2.0-105008658150,35670,2398
35677,35678,2-s2.0-105008516937,35678,4819
35695,35696,2-s2.0-105008317449,35696,1810
35698,35699,2-s2.0-105008292308,35699,1990
35743,35744,2-s2.0-105008195189,35744,1643
35752,35753,2-s2.0-105008184448,35753,2922
35765,35766,2-s2.0-105008132926,35766,1696
35766,35767,2-s2.0-105008128048,35767,2214
35778,35779,2-s2.0-105007908917,35779,1861
35790,35791,2-s2.0-105007769305,35791,2148
35799,35800,2-s2.0-105007675286,35800,2054
35820,35821,2-s2.0-105007435871,35821,2127
35823,35824,2-s2.0-105007412960,35824,1769
35830,35831,2-s2.0-105007391954,35831,2300
35837,35838,2-s2.0-105007345077,35838,981
35861,35862,2-s2.0-105007142101,35862,2495
35881,35882,2-s2.0-105006985898,35882,2436
35882,35883,2-s2.0-105006983934,35883,1280
35907,35908,2-s2.0-105006817568,35908,1733
35910,35911,2-s2.0-105006815634,35911,2256
35928,35929,2-s2.0-105006625014,35929,2977
35951,35952,2-s2.0-105005901460,35952,4408
35953,35954,2-s2.0-105005893673,35954,2064
35964,35965,2-s2.0-105005810557,35965,2766
35978,35979,2-s2.0-105005719729,35979,2113
35994,35995,2-s2.0-105005542657,35995,1807
36001,36002,2-s2.0-105005409745,36002,1733
36004,36005,2-s2.0-105005361535,36005,2014
36014,36015,2-s2.0-105005166923,36015,1197
36034,36035,2-s2.0-105005056630,36035,1891
36035,36036,2-s2.0-105005056370,36036,1924
36042,36043,2-s2.0-105005032260,36043,2634
36052,36053,2-s2.0-105004977354,36053,1416
36054,36055,2-s2.0-105004950125,36055,885
36059,36060,2-s2.0-105004882045,36060,1885
36069,36070,2-s2.0-105004772788,36070,1832
36079,36080,2-s2.0-105004621183,36080,1268
36082,36083,2-s2.0-105004616319,36083,2641
36085,36086,2-s2.0-105004611758,36086,1215
36087,36088,2-s2.0-105004609733,36088,1685
36098,36099,2-s2.0-105004477080,36099,1946
36117,36118,2-s2.0-105004340736,36118,2168
36125,36126,2-s2.0-105004186324,36126,1920
36132,36133,2-s2.0-105004050402,36133,1949
36139,36140,2-s2.0-105004006772,36140,2459
36155,36156,2-s2.0-105003843969,36156,2207
36159,36160,2-s2.0-105003772481,36160,1705
36169,36170,2-s2.0-105003724892,36170,1753
36183,36184,2-s2.0-105003639702,36184,2253
36208,36209,2-s2.0-105003430687,36209,2437
36223,36224,2-s2.0-105003323700,36224,2209
36232,36233,2-s2.0-105003238528,36233,1403
36234,36235,2-s2.0-105003232607,36235,1545
36245,36246,2-s2.0-105003161651,36246,1797
36253,36254,2-s2.0-105003088158,36254,2183
36268,36269,2-s2.0-105002763703,36269,1778
36269,36270,2-s2.0-105002760617,36270,2338
36281,36282,2-s2.0-105002677973,36282,1891
36290,36291,2-s2.0-105002556824,36291,2144
36301,36302,2-s2.0-105002437181,36302,1788
36311,36312,2-s2.0-105002360397,36312,1295
36315,36316,2-s2.0-105002320542,36316,1662
36336,36337,2-s2.0-105002042191,36337,1828
36351,36352,2-s2.0-105001944220,36352,1703
36364,36365,2-s2.0-105001830132,36365,906
36380,36381,2-s2.0-105001683943,36381,2434
36388,36389,2-s2.0-105001575107,36389,2471
36391,36392,2-s2.0-105001547416,36392,3387
36394,36395,2-s2.0-105001507255,36395,1406
36395,36396,2-s2.0-105001504538,36396,845
36408,36409,2-s2.0-105001414368,36409,1628
36410,36411,2-s2.0-105001410926,36411,2457
36433,36434,2-s2.0-105001292519,36434,1738
36445,36446,2-s2.0-105001179008,36446,1443
36453,36454,2-s2.0-105001080075,36454,1656
36464,36465,2-s2.0-105000974202,36465,1611
36466,36467,2-s2.0-105000931669,36467,1464
36469,36470,2-s2.0-105000855820,36470,385
36481,36482,2-s2.0-105000586878,36482,882
36491,36492,2-s2.0-105000448073,36492,2012
36493,36494,2-s2.0-105000416601,36494,1620
36517,36518,2-s2.0-105000077593,36518,1588
36522,36523,2-s2.0-85214425273,36523,2386
36523,36524,2-s2.0-85214879236,36524,2217
36529,36530,2-s2.0-85213544970,36530,1852
36538,36539,2-s2.0-105008607525,36539,1465
36539,36540,2-s2.0-105008604727,36540,1764
36547,36548,2-s2.0-105007585750,36548,1533
36548,36549,2-s2.0-85209952664,36549,1579
36552,36553,2-s2.0-85214725280,36553,2450
36559,36560,2-s2.0-85212961378,36560,302
36582,36583,2-s2.0-85217647562,36583,1963
36597,36598,2-s2.0-85214429606,36598,1923
36613,36614,2-s2.0-85213293032,36614,2454
36620,36621,2-s2.0-85212796828,36621,668
36651,36652,2-s2.0-85211172254,36652,1699
36654,36655,2-s2.0-85211143728,36655,814
36657,36658,2-s2.0-85211125204,36658,2010
36673,36674,2-s2.0-85210391958,36674,3216
36685,36686,2-s2.0-85209536900,36686,2447
36689,36690,2-s2.0-85209195857,36690,2312
36703,36704,2-s2.0-85208127099,36704,1931
36706,36707,2-s2.0-85208045219,36707,1457
36708,36709,2-s2.0-85207830842,36709,2203
36709,36710,2-s2.0-85207812188,36710,1257
36715,36716,2-s2.0-85206913895,36716,1524
36720,36721,2-s2.0-85206620827,36721,1882
36725,36726,2-s2.0-85206086210,36726,2202
36727,36728,2-s2.0-85205997554,36728,1862
36742,36743,2-s2.0-85205248213,36743,1799
36758,36759,2-s2.0-85204193927,36759,1514
36760,36761,2-s2.0-85204142606,36761,2530
36770,36771,2-s2.0-85203236984,36771,2189
36772,36773,2-s2.0-85203021780,36773,1763
36776,36777,2-s2.0-85202741145,36777,2108
36779,36780,2-s2.0-85202070528,36780,1285
36801,36802,2-s2.0-85197727802,36802,2090
36811,36812,2-s2.0-85196097829,36812,1936
36822,36823,2-s2.0-85192814864,36823,1963
36823,36824,2-s2.0-85192716544,36824,2388
36828,36829,2-s2.0-85191724057,36829,2463
36836,36837,2-s2.0-85189649500,36837,1443
36847,36848,2-s2.0-85187876897,36848,1771
36859,36860,2-s2.0-85183016659,36860,2211
36880,36881,2-s2.0-85161520884,36881,535
36896,36897,2-s2.0-105000230717,36897,1066
36906,36907,2-s2.0-85186618828,36907,7894
36910,36911,2-s2.0-85212910896,36911,1280
36912,36913,2-s2.0-85212898153,36913,1547
36917,36918,2-s2.0-85209808606,36918,1363
36937,36938,2-s2.0-85208638759,36938,2474
36943,36944,2-s2.0-85206263753,36944,1694
36952,36953,2-s2.0-85215602275,36953,1362
36977,36978,2-s2.0-85210906594,36978,1495
36994,36995,2-s2.0-85209779771,36995,1621
36996,36997,2-s2.0-85209719393,36997,1618
37006,37007,2-s2.0-85205460951,37007,2109
37028,37029,2-s2.0-85200975015,37029,2191
37037,37038,2-s2.0-85199788787,37038,2071
37040,37041,2-s2.0-85198524405,37041,2144
37045,37046,2-s2.0-85196298748,37046,1496
37053,37054,2-s2.0-85190138071,37054,1883
37069,37070,2-s2.0-85210808392,37070,2075
37098,37099,2-s2.0-85207166598,37099,1105
37110,37111,2-s2.0-85218718203,37111,1846
37122,37123,2-s2.0-85208945867,37123,2363
37138,37139,2-s2.0-85207715422,37139,2543
37146,37147,2-s2.0-85207372689,37147,2098
37150,37151,2-s2.0-85206565629,37151,2116
37151,37152,2-s2.0-85206563844,37152,3212
37152,37153,2-s2.0-85206282152,37153,2237
37169,37170,2-s2.0-85200508035,37170,2250
37189,37190,2-s2.0-85197527391,37190,2254
37209,37210,2-s2.0-85194133256,37210,1131
37210,37211,2-s2.0-85193978159,37211,1454
37219,37220,2-s2.0-85187885833,37220,1234
37264,37265,2-s2.0-85204986367,37265,1670
37278,37279,2-s2.0-85204757836,37279,1469
37296,37297,2-s2.0-85209763287,37297,1665
37303,37304,2-s2.0-85209726165,37304,841
